fan_id,age,country,country_region,income_level,gdp_per_capita_usd,distance_to_host_city_km,nearest_host_city,nearest_host_country,favorite_team_qualified,previous_worldcup_attendance,football_engagement_score,social_media_engagement,ticket_search_count,flight_search_count,hotel_search_count,estimated_trip_cost,visa_required,days_until_match,match_importance,campaign_cost_usd,potential_net_revenue_usd,expected_value_usd,travel_probability_synthetic,will_travel
43763,26,India,Asia,Low,2400,12311.8,Vancouver,Canada,0,1,43.2,52.3,1,3,2,2833.4,1,182,Group,5.83,1048.54,42.61,0.0462,0
43764,33,Egypt,Africa,Low,4000,8687.1,Boston,USA,1,1,100.0,85.1,3,2,3,2645.48,1,71,Round of 32,5.83,733.83,390.07,0.5395,1
43765,45,China,Asia,Medium,12500,8687.4,Vancouver,Canada,1,1,63.0,50.4,3,1,3,2279.29,1,66,Group,10.35,549.13,112.82,0.2243,0
43766,34,France,Europe,High,44500,5902.8,Boston,USA,1,1,86.2,100.0,7,2,2,1888.89,0,218,Group,7.36,533.72,488.09,0.9283,1
43767,23,Canada,North America,High,52500,1374.9,Vancouver,Canada,1,0,93.7,100.0,2,2,2,306.57,0,42,Round of 16,11.13,82.04,59.28,0.8583,1
43768,51,China,Asia,Medium,12500,10041.1,Vancouver,Canada,0,1,77.8,44.7,3,1,1,2207.97,1,12,Group,9.25,635.52,167.74,0.2785,0
43769,28,India,Asia,Low,2400,10584.3,Vancouver,Canada,0,0,46.8,68.7,3,1,2,3107.78,1,240,Group,12.54,875.6,26.86,0.045,0
43770,23,India,Asia,Low,2400,10409.0,Vancouver,Canada,0,0,49.6,34.8,4,0,1,1994.29,1,295,Group,10.09,431.04,-1.34,0.0203,0
43771,54,China,Asia,Medium,12500,9345.2,Vancouver,Canada,0,0,100.0,82.4,5,1,2,2048.7,1,57,Group,13.46,646.12,256.17,0.4173,0
43772,66,Nigeria,Africa,Low,2100,8577.9,Boston,USA,0,0,76.4,53.4,4,3,2,2575.35,1,85,Group,13.02,689.87,146.89,0.2318,0
43773,69,China,Asia,Medium,12500,10740.9,Vancouver,Canada,0,1,81.2,100.0,4,3,2,3437.56,1,227,Round of 32,9.45,1114.78,506.47,0.4628,0
43774,35,Mexico,North America,Medium,10700,340.8,Monterrey,Mexico,1,0,77.7,77.6,2,0,2,150.0,0,149,Group,12.67,38.45,21.72,0.8944,1
43775,67,China,Asia,Medium,12500,8808.0,Vancouver,Canada,0,0,58.8,48.4,6,4,2,2042.29,1,211,Round of 32,6.42,366.49,91.29,0.2666,0
43776,58,India,Asia,Low,2400,14776.9,Vancouver,Canada,0,0,52.7,0.8,2,2,0,2783.92,1,21,Group,12.53,751.02,1.14,0.0182,0
43777,68,India,Asia,Low,2400,12378.2,Vancouver,Canada,0,0,60.0,73.7,0,1,0,3298.89,1,331,Group,7.15,463.1,20.45,0.0596,0
43778,74,China,Asia,Medium,12500,10305.9,Vancouver,Canada,1,0,79.3,68.9,4,3,0,1941.58,1,184,Group,6.3,509.96,297.69,0.5961,0
43779,19,China,Asia,Medium,12500,9101.0,Vancouver,Canada,0,0,77.5,74.5,5,5,2,2133.8,1,188,Group,12.43,523.99,128.37,0.2687,0
43780,49,Egypt,Africa,Low,4000,7811.4,Boston,USA,1,0,65.4,65.4,3,2,1,2469.4,1,104,Round of 16,12.82,709.41,129.2,0.2002,0
43781,54,China,Asia,Medium,12500,9430.1,Vancouver,Canada,0,0,52.4,65.9,1,1,2,3040.93,1,198,Quarter-final,11.82,1432.64,446.91,0.3202,0
43782,50,China,Asia,Medium,12500,9345.0,Vancouver,Canada,1,0,66.5,44.7,5,3,2,1888.09,1,150,Group,6.01,633.51,92.37,0.1553,0
43783,45,Mexico,North America,Medium,10700,323.6,Monterrey,Mexico,1,0,93.7,100.0,6,1,4,150.0,0,282,Group,8.29,42.3,30.38,0.9142,1
43784,57,China,Asia,Medium,12500,9006.3,Vancouver,Canada,0,0,71.5,75.0,3,3,3,1975.98,1,230,Group,12.63,725.01,303.47,0.436,0
43785,77,China,Asia,Medium,12500,9983.7,Vancouver,Canada,0,1,81.9,100.0,4,4,2,2586.66,1,48,Group,9.49,625.71,167.65,0.2831,0
43786,30,China,Asia,Medium,12500,9830.8,Vancouver,Canada,1,0,86.3,70.8,1,7,0,2407.49,1,211,Group,5.83,596.55,192.46,0.3324,0
43787,69,Turkey,Europe,Medium,9800,8379.0,Boston,USA,0,0,86.1,97.0,2,2,0,1767.34,1,322,Quarter-final,10.15,622.18,190.44,0.3224,1
43788,57,India,Asia,Low,2400,12619.1,Vancouver,Canada,0,0,76.8,100.0,7,1,2,3397.15,1,246,Round of 16,10.81,865.29,142.69,0.1774,0
43789,60,United States,North America,High,76330,370.3,Kansas City,USA,1,1,52.3,34.6,2,2,0,150.0,0,156,Round of 16,10.81,58.52,44.25,0.9409,1
43790,70,Egypt,Africa,Low,4000,8706.7,Boston,USA,0,0,68.1,69.7,2,1,0,2384.46,1,69,Round of 32,8.91,945.08,205.62,0.227,0
43791,75,Turkey,Europe,Medium,9800,8095.6,Boston,USA,1,1,76.4,62.6,4,3,0,1616.94,1,235,Group,8.2,426.59,220.79,0.5368,1
43792,45,Nigeria,Africa,Low,2100,8470.3,Boston,USA,1,0,100.0,100.0,2,3,0,2282.22,1,264,Group,11.2,526.84,327.93,0.6437,1
43793,31,India,Asia,Low,2400,12261.7,Vancouver,Canada,1,0,44.2,26.7,0,0,1,4665.27,1,148,Round of 16,5.7,1289.67,136.55,0.1103,0
43794,55,Spain,Europe,High,31000,5260.1,Boston,USA,1,1,85.7,94.4,3,2,0,1371.13,0,110,Round of 16,11.35,506.96,321.32,0.6562,1
43795,69,United States,North America,High,76330,329.9,Kansas City,USA,1,0,100.0,100.0,3,4,3,150.0,0,138,Round of 16,8.53,59.76,50.2,0.9827,1
43796,76,China,Asia,Medium,12500,9519.0,Vancouver,Canada,0,0,79.4,100.0,1,2,2,1707.28,1,87,Round of 32,13.46,551.44,120.15,0.2423,0
43797,66,Australia,Oceania,High,62000,11301.0,San Francisco,USA,0,0,67.2,65.4,3,4,4,3638.24,0,353,Final,12.85,1747.58,774.78,0.4507,1
43798,75,Germany,Europe,High,51500,5436.6,Boston,USA,1,0,69.0,100.0,4,1,2,1224.93,0,134,Group,12.14,269.84,231.31,0.9022,1
43799,65,India,Asia,Low,2400,10876.2,Vancouver,Canada,1,0,62.1,69.5,0,5,2,3060.82,1,111,Round of 16,10.07,1218.45,47.44,0.0472,0
43800,65,Switzerland,Europe,High,93500,6527.3,Boston,USA,1,1,100.0,92.9,2,2,4,1769.88,0,226,Quarter-final,9.29,608.09,578.92,0.9673,1
43801,56,Brazil,South America,Medium,8900,5037.9,Miami,USA,1,0,94.0,100.0,2,2,1,1462.52,1,377,Semi-final,11.39,685.59,588.23,0.8746,1
43802,60,India,Asia,Low,2400,11887.6,Vancouver,Canada,0,0,28.9,39.0,1,0,0,2668.53,1,243,Round of 16,12.09,848.43,15.06,0.032,0
43803,62,India,Asia,Low,2400,12631.2,Vancouver,Canada,0,1,50.5,50.6,3,1,0,3385.67,1,317,Semi-final,11.95,1343.44,264.93,0.2061,0
43804,67,Nigeria,Africa,Low,2100,8649.3,Boston,USA,0,0,64.4,79.1,2,1,0,2003.84,1,204,Group,6.42,579.78,27.96,0.0593,0
43805,36,China,Asia,Medium,12500,9391.5,Vancouver,Canada,0,0,87.4,88.2,2,2,2,2047.58,1,246,Group,5.99,569.65,385.76,0.6877,0
43806,57,India,Asia,Low,2400,11734.2,Vancouver,Canada,0,0,62.0,96.6,0,1,0,2822.06,1,45,Group,11.31,721.12,15.52,0.0372,0
43807,71,India,Asia,Low,2400,12074.0,Vancouver,Canada,1,0,54.5,64.1,4,2,6,2814.41,1,10,Group,10.88,770.11,80.3,0.1184,0
43808,71,India,Asia,Low,2400,11229.1,Vancouver,Canada,0,0,67.9,51.8,3,0,4,3046.72,1,60,Group,12.11,906.34,45.62,0.0637,0
43809,43,China,Asia,Medium,12500,10370.1,Vancouver,Canada,1,0,55.9,31.6,1,2,0,2532.42,1,318,Quarter-final,11.51,950.74,196.04,0.2183,0
43810,74,Canada,North America,High,52500,1422.8,Vancouver,Canada,1,0,95.5,80.6,1,2,1,454.47,0,315,Round of 32,12.79,147.45,126.98,0.9479,1
43811,40,China,Asia,Medium,12500,9644.7,Vancouver,Canada,0,0,75.9,87.2,2,0,2,2483.77,1,153,Round of 16,10.07,1309.72,137.4,0.1126,0
43812,51,India,Asia,Low,2400,13130.9,Vancouver,Canada,0,1,73.8,69.8,2,1,2,2950.12,1,308,Round of 16,8.99,940.0,163.97,0.184,0
43813,65,India,Asia,Low,2400,13318.4,Vancouver,Canada,0,0,43.5,28.7,1,2,0,4165.38,1,29,Quarter-final,7.16,1582.49,59.46,0.0421,0
43814,43,Ghana,Africa,Low,2500,8310.5,Boston,USA,0,0,84.2,55.0,4,2,2,1868.79,1,232,Semi-final,7.06,768.43,511.25,0.6745,1
43815,45,India,Asia,Low,2400,12840.2,Vancouver,Canada,1,1,42.2,67.5,1,1,0,3371.96,1,264,Round of 32,7.87,1012.36,197.64,0.203,1
43816,38,Colombia,South America,Medium,6100,2250.4,Miami,USA,0,0,79.6,81.6,3,2,1,670.57,1,243,Quarter-final,9.35,254.91,156.9,0.6522,0
43817,38,Turkey,Europe,Medium,9800,8458.5,Boston,USA,1,0,81.1,98.8,3,1,0,1946.11,1,282,Quarter-final,8.86,808.12,475.61,0.5995,1
43818,61,China,Asia,Medium,12500,7933.3,Vancouver,Canada,0,0,60.6,63.2,1,1,0,2059.94,1,53,Round of 32,9.58,580.23,183.0,0.3319,0
43819,77,India,Asia,Low,2400,11990.7,Vancouver,Canada,0,0,65.7,100.0,1,4,1,3084.17,1,301,Round of 16,13.09,973.8,127.92,0.1448,0
43820,33,China,Asia,Medium,12500,9578.7,Vancouver,Canada,1,1,43.5,26.7,3,2,2,2141.66,1,258,Quarter-final,12.83,986.16,266.84,0.2836,0
43821,79,India,Asia,Low,2400,12107.1,Vancouver,Canada,0,1,32.7,0.0,1,2,0,2870.69,1,309,Group,5.73,1050.11,19.58,0.0241,0
43822,56,India,Asia,Low,2400,12122.9,Vancouver,Canada,0,0,79.4,67.7,0,2,0,3063.35,1,283,Round of 16,9.81,1169.54,188.54,0.1696,0
43823,31,Egypt,Africa,Low,4000,9869.7,Boston,USA,0,0,99.2,100.0,1,1,5,3623.18,1,263,Group,6.45,1235.62,587.88,0.481,1
43824,79,China,Asia,Medium,12500,10341.4,Vancouver,Canada,0,0,55.4,70.5,2,3,0,2425.76,1,23,Group,7.41,645.22,23.24,0.0475,0
43825,68,Brazil,South America,Medium,8900,5330.7,Miami,USA,1,0,88.9,92.8,10,3,2,1553.93,1,325,Quarter-final,5.64,618.25,531.43,0.8687,1
43826,45,Mexico,North America,Medium,10700,304.0,Monterrey,Mexico,1,0,65.8,63.7,1,2,0,150.0,0,114,Round of 32,6.67,48.62,33.03,0.8165,1
43827,36,United States,North America,High,76330,314.7,Kansas City,USA,1,1,42.6,33.1,4,2,2,150.0,0,168,Group,12.54,47.83,19.68,0.6736,0
43828,30,China,Asia,Medium,12500,9662.0,Vancouver,Canada,1,0,60.8,54.6,3,3,3,2670.19,1,153,Final,10.57,1520.86,463.63,0.3118,0
43829,71,India,Asia,Low,2400,11688.0,Vancouver,Canada,0,0,49.0,90.0,0,0,2,2310.71,1,40,Round of 32,11.06,717.56,28.19,0.0547,0
43830,69,India,Asia,Low,2400,12728.9,Vancouver,Canada,1,0,46.7,82.2,0,1,3,3245.87,1,247,Semi-final,7.23,1413.69,184.61,0.1357,0
43831,68,Turkey,Europe,Medium,9800,7295.2,Boston,USA,1,0,65.5,48.3,0,2,1,1755.55,1,104,Group,6.89,644.4,107.3,0.1772,0
43832,52,Germany,Europe,High,51500,5785.0,Boston,USA,1,0,88.2,63.6,3,2,2,1901.24,0,198,Round of 16,8.8,564.14,495.6,0.8941,1
43833,41,India,Asia,Low,2400,11686.6,Vancouver,Canada,0,0,65.3,47.9,3,3,0,2805.54,1,332,Group,12.78,561.91,16.1,0.0514,0
43834,57,Brazil,South America,Medium,8900,5655.7,Miami,USA,1,0,100.0,93.3,2,5,2,1814.02,1,309,Round of 32,11.12,612.4,319.64,0.5401,1
43835,74,China,Asia,Medium,12500,9272.9,Vancouver,Canada,0,0,61.1,98.7,1,1,0,2504.93,1,110,Group,12.01,819.59,204.03,0.2636,0
43836,54,Nigeria,Africa,Low,2100,7462.1,Boston,USA,0,0,73.1,43.8,0,2,0,2152.52,1,125,Round of 32,6.31,620.09,261.32,0.4316,1
43837,64,Nigeria,Africa,Low,2100,8432.5,Boston,USA,0,0,100.0,96.5,2,3,4,1866.19,1,345,Group,6.58,343.14,42.42,0.1428,0
43838,37,India,Asia,Low,2400,12050.3,Vancouver,Canada,0,0,34.1,48.2,1,1,0,3746.7,1,125,Final,9.71,1859.57,26.92,0.0197,0
43839,52,Argentina,South America,Medium,11000,7673.1,Miami,USA,1,0,59.5,56.8,4,5,1,2757.44,1,273,Quarter-final,7.62,1234.22,389.31,0.3216,0
43840,18,China,Asia,Medium,12500,9425.7,Vancouver,Canada,1,0,77.3,91.2,4,1,1,2003.8,1,339,Group,9.29,545.04,26.46,0.0656,0
43841,79,China,Asia,Medium,12500,10479.5,Vancouver,Canada,0,0,50.1,47.3,4,2,1,2534.83,1,138,Quarter-final,11.56,1042.96,107.23,0.1139,1
43842,39,India,Asia,Low,2400,11036.8,Vancouver,Canada,0,0,48.5,64.7,2,1,0,1888.69,1,282,Group,5.65,698.8,5.95,0.0166,0
43843,38,China,Asia,Medium,12500,9411.6,Vancouver,Canada,0,1,49.1,24.7,0,1,1,1471.8,1,71,Group,8.83,508.84,88.46,0.1912,0
43844,24,United States,North America,High,76330,406.7,Kansas City,USA,1,0,80.8,98.9,4,0,0,150.0,0,164,Final,11.97,88.91,69.4,0.9152,1
43845,41,Mexico,North America,Medium,10700,382.6,Monterrey,Mexico,1,1,85.1,89.7,4,2,3,150.0,0,144,Round of 32,12.41,41.99,24.16,0.871,1
43846,67,Mexico,North America,Medium,10700,323.2,Monterrey,Mexico,1,1,100.0,92.3,6,2,2,150.0,0,274,Round of 16,10.73,39.38,28.1,0.9861,1
43847,62,Nigeria,Africa,Low,2100,7688.3,Boston,USA,0,0,83.5,75.2,4,3,5,2514.18,1,267,Semi-final,7.41,823.32,213.49,0.2683,0
43848,67,China,Asia,Medium,12500,9809.9,Vancouver,Canada,1,0,61.0,56.7,2,2,0,2423.85,1,230,Group,12.06,761.79,122.32,0.1764,1
43849,54,Turkey,Europe,Medium,9800,7677.4,Boston,USA,0,0,64.5,71.0,2,2,1,2388.31,1,143,Quarter-final,12.87,860.04,168.6,0.211,1
43850,22,China,Asia,Medium,12500,9795.2,Vancouver,Canada,1,1,59.1,78.4,4,1,1,1037.83,1,219,Final,9.15,583.9,424.28,0.7423,1
43851,32,India,Asia,Low,2400,14369.2,Vancouver,Canada,0,0,30.9,6.0,0,1,0,5079.17,1,134,Round of 16,13.48,1072.5,-0.61,0.012,0
43852,67,India,Asia,Low,2400,11744.1,Vancouver,Canada,0,0,64.4,66.4,2,3,1,2793.65,1,75,Group,11.97,670.32,11.96,0.0357,0
43853,69,South Korea,Asia,High,35000,7752.3,Vancouver,Canada,1,1,88.3,49.2,3,2,2,2430.59,0,59,Round of 16,6.78,888.96,707.23,0.8032,1
43854,73,India,Asia,Low,2400,11812.1,Vancouver,Canada,0,0,70.9,35.4,1,1,1,3157.7,1,140,Round of 16,8.73,854.95,181.07,0.222,0
43855,79,Brazil,South America,Medium,8900,5168.5,Miami,USA,1,1,63.3,61.4,0,0,1,1556.08,1,137,Group,9.98,268.98,135.03,0.5391,0
43856,68,China,Asia,Medium,12500,10610.5,Vancouver,Canada,0,0,79.2,100.0,3,3,2,2617.51,1,61,Group,13.26,952.03,349.08,0.3806,0
43857,57,China,Asia,Medium,12500,9406.9,Vancouver,Canada,0,1,100.0,59.9,3,6,1,1756.14,1,163,Group,7.75,552.14,307.63,0.5712,0
43858,78,Nigeria,Africa,Low,2100,8115.0,Boston,USA,1,0,77.7,61.0,4,1,2,1894.03,1,215,Group,13.19,352.43,96.73,0.3119,0
43859,33,Colombia,South America,Medium,6100,2237.5,Miami,USA,1,1,99.1,100.0,8,1,0,592.56,1,339,Group,10.1,128.42,99.75,0.8554,1
43860,23,Spain,Europe,High,31000,5690.1,Boston,USA,1,1,98.9,100.0,3,3,0,1358.54,0,338,Group,6.31,436.98,426.61,0.9907,1
43861,75,China,Asia,Medium,12500,9050.8,Vancouver,Canada,1,1,57.5,81.5,2,0,0,2416.25,1,260,Quarter-final,12.31,937.64,573.9,0.6252,0
43862,69,Brazil,South America,Medium,8900,4820.9,Miami,USA,1,0,97.8,84.1,3,1,2,1122.93,1,340,Semi-final,11.62,614.33,540.48,0.8987,1
43863,74,Brazil,South America,Medium,8900,4199.5,Miami,USA,1,1,78.6,74.0,3,5,2,1407.29,1,74,Group,9.92,405.93,215.49,0.5553,1
43864,76,France,Europe,High,44500,5805.1,Boston,USA,1,0,100.0,100.0,0,4,4,1500.07,0,115,Group,11.38,329.48,304.29,0.9581,1
43865,39,Japan,Asia,High,40000,8236.9,Vancouver,Canada,1,0,95.1,100.0,4,3,4,2196.16,0,91,Round of 32,8.9,674.77,472.95,0.7141,1
43866,62,China,Asia,Medium,12500,9581.7,Vancouver,Canada,0,0,49.4,29.2,3,0,1,2157.5,1,208,Quarter-final,8.03,1110.81,118.16,0.1136,0
43867,50,China,Asia,Medium,12500,9180.9,Vancouver,Canada,0,0,53.4,73.0,1,0,1,2155.86,1,291,Group,5.97,406.95,36.76,0.105,0
43868,45,Brazil,South America,Medium,8900,6420.6,Miami,USA,1,0,100.0,100.0,3,4,3,1551.92,1,206,Quarter-final,7.97,675.93,383.39,0.579,1
43869,69,India,Asia,Low,2400,10495.2,Vancouver,Canada,0,1,49.7,30.3,2,3,1,2399.07,1,148,Group,6.24,710.7,78.05,0.1186,0
43870,23,China,Asia,Medium,12500,9703.7,Vancouver,Canada,1,0,67.9,62.7,2,2,2,2183.62,1,49,Quarter-final,9.76,1145.2,379.72,0.3401,0
43871,35,India,Asia,Low,2400,10867.9,Vancouver,Canada,0,0,52.0,67.3,3,0,2,2838.43,1,117,Final,10.02,1483.07,72.88,0.0559,0
43872,65,China,Asia,Medium,12500,9650.7,Vancouver,Canada,0,0,65.4,65.1,4,1,1,3327.35,1,260,Final,6.6,1690.94,562.23,0.3364,0
43873,37,Italy,Europe,High,36500,6597.0,Boston,USA,1,0,84.3,77.3,5,1,2,1756.84,0,84,Round of 16,12.31,528.49,327.83,0.6436,1
43874,34,Brazil,South America,Medium,8900,5557.4,Miami,USA,1,1,91.7,100.0,1,3,1,1372.45,1,212,Group,13.3,425.87,256.7,0.634,0
43875,38,India,Asia,Low,2400,11408.7,Vancouver,Canada,0,0,68.5,49.9,0,1,0,2755.12,1,184,Quarter-final,13.03,1266.49,110.58,0.0976,1
43876,77,China,Asia,Medium,12500,7263.7,Vancouver,Canada,0,0,56.8,77.7,2,2,0,1435.12,1,214,Group,13.34,467.9,97.74,0.2374,1
43877,74,Japan,Asia,High,40000,7798.4,Vancouver,Canada,1,0,90.0,74.2,1,3,0,2249.0,0,129,Final,7.4,1041.86,976.43,0.9443,1
43878,40,China,Asia,Medium,12500,9716.9,Vancouver,Canada,1,0,43.7,56.1,0,2,2,1722.86,1,96,Group,11.38,377.49,55.28,0.1766,1
43879,59,Peru,South America,Medium,6600,3600.8,Miami,USA,1,0,71.6,93.2,6,5,2,999.62,1,293,Final,6.64,294.05,232.48,0.8132,1
43880,36,Egypt,Africa,Low,4000,8779.2,Boston,USA,1,0,82.8,100.0,1,3,1,2153.53,1,55,Round of 16,11.05,567.65,272.38,0.4993,1
43881,24,United States,North America,High,76330,353.5,Kansas City,USA,1,1,100.0,96.7,1,6,3,150.0,0,40,Round of 32,5.01,45.58,38.7,0.959,1
43882,57,India,Asia,Low,2400,12535.0,Vancouver,Canada,0,0,67.1,54.9,3,1,0,2527.89,1,103,Round of 32,8.0,1031.63,91.14,0.0961,1
43883,49,United States,North America,High,76330,309.3,Kansas City,USA,1,0,100.0,97.1,3,1,3,150.0,0,106,Final,12.87,87.53,71.0,0.9582,1
43884,26,India,Asia,Low,2400,11846.7,Vancouver,Canada,0,0,61.6,100.0,4,0,1,2565.08,1,87,Group,12.39,844.89,56.3,0.0813,0
43885,69,India,Asia,Low,2400,12390.2,Vancouver,Canada,0,0,38.5,33.3,1,2,3,3493.11,1,62,Round of 32,11.76,1246.62,143.44,0.1245,0
43886,28,United States,North America,High,76330,381.6,Kansas City,USA,1,0,56.5,56.7,2,0,1,150.0,0,382,Semi-final,10.78,36.15,21.85,0.9027,1
43887,79,Brazil,South America,Medium,8900,5623.1,Miami,USA,1,0,77.4,85.4,2,5,1,1568.42,1,333,Round of 32,6.59,384.35,264.11,0.7043,0
43888,61,China,Asia,Medium,12500,9156.7,Vancouver,Canada,0,0,67.5,73.4,4,1,4,2135.99,1,229,Group,8.83,811.62,151.22,0.1972,0
43889,32,China,Asia,Medium,12500,9773.2,Vancouver,Canada,1,1,68.0,56.9,1,1,2,1724.05,1,243,Group,11.52,383.2,73.44,0.2217,1
43890,57,India,Asia,Low,2400,11704.9,Vancouver,Canada,0,1,59.6,72.3,0,0,2,3016.65,1,388,Semi-final,10.88,1325.23,278.95,0.2187,0
43891,36,India,Asia,Low,2400,12763.5,Vancouver,Canada,0,0,61.7,58.1,2,0,3,2771.0,1,278,Group,10.3,687.59,57.84,0.0991,1
43892,64,China,Asia,Medium,12500,10184.9,Vancouver,Canada,0,0,81.0,72.7,2,6,2,3319.7,1,85,Group,8.6,880.81,247.63,0.2909,0
43893,58,Mexico,North America,Medium,10700,342.2,Monterrey,Mexico,1,0,58.6,62.4,1,0,5,150.0,0,360,Group,12.32,47.77,22.41,0.727,1
43894,64,Argentina,South America,Medium,11000,8370.8,Miami,USA,1,1,74.2,81.7,1,3,2,2495.82,1,213,Round of 16,7.84,956.68,553.44,0.5867,1
43895,28,India,Asia,Low,2400,13947.0,Vancouver,Canada,0,0,36.4,35.9,1,1,0,3216.26,1,257,Group,10.36,879.45,30.8,0.0468,0
43896,52,India,Asia,Low,2400,13356.8,Vancouver,Canada,0,0,52.6,24.9,0,1,1,3390.09,1,50,Semi-final,7.01,1392.92,164.04,0.1228,0
43897,53,Japan,Asia,High,40000,8408.7,Vancouver,Canada,1,0,76.2,54.2,2,0,3,1597.67,0,143,Group,5.88,533.19,172.05,0.3337,0
43898,64,Mexico,North America,Medium,10700,349.4,Monterrey,Mexico,1,0,95.9,97.3,1,3,5,150.0,0,199,Round of 16,9.95,69.96,55.75,0.9391,0
43899,27,China,Asia,Medium,12500,9621.8,Vancouver,Canada,0,1,71.2,45.6,2,1,3,2285.94,1,202,Group,9.88,434.14,32.67,0.098,0
43900,58,India,Asia,Low,2400,10461.2,Vancouver,Canada,0,0,88.7,64.5,3,5,3,2097.94,1,171,Group,7.56,489.12,173.12,0.3694,0
43901,76,Senegal,Africa,Low,1600,6425.4,Boston,USA,1,0,86.3,87.0,3,2,0,1247.73,1,133,Group,9.97,271.59,105.27,0.4243,1
43902,18,Egypt,Africa,Low,4000,8001.4,Boston,USA,0,1,79.5,41.8,4,3,3,2212.16,1,157,Group,9.32,711.92,194.36,0.2861,0
43903,29,India,Asia,Low,2400,12547.3,Vancouver,Canada,0,0,68.5,90.0,3,1,2,2830.51,1,52,Group,6.65,584.42,16.08,0.0389,0
43904,43,China,Asia,Medium,12500,9601.2,Vancouver,Canada,0,1,71.4,29.0,1,4,1,2304.2,1,143,Round of 16,9.88,1089.2,208.4,0.2004,0
43905,19,Italy,Europe,High,36500,6327.0,Boston,USA,1,0,79.8,74.2,3,3,3,1543.24,0,111,Group,10.36,197.36,170.38,0.9158,1
43906,36,Brazil,South America,Medium,8900,4602.8,Miami,USA,1,0,100.0,91.1,2,3,1,1081.13,1,338,Group,9.22,320.53,242.81,0.7863,0
43907,51,Japan,Asia,High,40000,6510.4,Vancouver,Canada,1,1,88.2,85.4,4,2,1,1512.68,0,354,Group,8.89,351.93,239.33,0.7053,1
43908,26,Nigeria,Africa,Low,2100,7279.0,Boston,USA,0,1,69.3,27.1,2,1,3,1893.28,1,78,Round of 32,11.84,516.96,326.36,0.6542,1
43909,53,Argentina,South America,Medium,11000,6852.0,Miami,USA,1,1,69.6,66.2,3,5,3,1264.09,1,107,Group,10.06,330.58,249.91,0.7864,1
43910,36,Turkey,Europe,Medium,9800,7924.7,Boston,USA,0,0,84.8,75.2,2,1,1,2787.21,1,278,Round of 16,8.42,1145.77,332.45,0.2975,0
43911,50,India,Asia,Low,2400,12443.6,Vancouver,Canada,0,0,43.3,41.9,5,2,1,2436.21,1,193,Group,6.21,578.04,28.99,0.0609,0
43912,75,India,Asia,Low,2400,9259.5,Vancouver,Canada,1,0,62.9,54.8,2,2,2,2796.32,1,286,Round of 32,9.35,663.55,100.6,0.1657,0
43913,68,China,Asia,Medium,12500,7891.5,Vancouver,Canada,0,0,60.3,86.0,2,4,1,2181.99,1,311,Quarter-final,10.89,998.87,184.39,0.1955,0
43914,20,Japan,Asia,High,40000,7092.7,Vancouver,Canada,1,1,80.3,80.8,1,1,2,1740.69,0,231,Round of 16,9.19,621.39,567.46,0.928,1
43915,58,India,Asia,Low,2400,12108.9,Vancouver,Canada,0,1,62.8,79.2,4,1,1,2480.83,1,30,Group,9.9,749.46,212.39,0.2966,0
43916,42,United States,North America,High,76330,288.2,Kansas City,USA,1,0,100.0,88.5,3,4,4,150.0,0,356,Group,11.53,37.4,22.98,0.9227,1
43917,38,China,Asia,Medium,12500,9716.4,Vancouver,Canada,0,0,70.7,61.8,3,4,0,2825.38,1,206,Quarter-final,6.37,1455.27,466.88,0.3252,1
43918,23,Brazil,South America,Medium,8900,4698.4,Miami,USA,1,0,65.4,64.4,5,2,1,1195.19,1,89,Group,7.76,298.57,146.63,0.5171,1
43919,77,China,Asia,Medium,12500,9755.1,Vancouver,Canada,0,1,57.7,60.7,1,1,1,1992.64,1,191,Round of 16,9.68,704.06,467.6,0.6779,0
43920,43,Nigeria,Africa,Low,2100,7904.2,Boston,USA,0,0,81.9,91.3,4,1,0,2258.29,1,328,Group,5.67,769.55,264.98,0.3517,0
43921,65,Nigeria,Africa,Low,2100,8410.8,Boston,USA,1,0,67.8,74.7,3,1,2,1839.97,1,210,Group,8.56,471.46,59.19,0.1437,1
43922,59,China,Asia,Medium,12500,9735.1,Vancouver,Canada,1,0,47.1,70.3,2,1,3,2458.4,1,311,Group,7.59,744.22,198.41,0.2768,0
43923,40,China,Asia,Medium,12500,9335.2,Vancouver,Canada,0,1,81.0,24.8,2,0,5,2097.76,1,258,Group,7.2,429.91,164.38,0.3991,0
43924,39,India,Asia,Low,2400,11149.6,Vancouver,Canada,0,0,53.6,28.8,1,3,0,2504.66,1,72,Group,11.4,618.87,-0.57,0.0175,0
43925,30,Spain,Europe,High,31000,5606.9,Boston,USA,1,0,83.8,100.0,0,1,0,1774.75,0,292,Quarter-final,6.79,750.49,519.0,0.7006,1
43926,51,India,Asia,Low,2400,12447.9,Vancouver,Canada,0,1,31.7,24.4,5,2,1,3696.18,1,323,Quarter-final,9.83,1527.78,233.55,0.1593,1
43927,71,China,Asia,Medium,12500,8445.1,Vancouver,Canada,0,0,71.7,59.5,4,1,2,2030.48,1,201,Group,12.88,706.92,345.53,0.507,0
43928,67,United States,North America,High,76330,357.4,Kansas City,USA,1,0,100.0,100.0,2,3,1,150.0,0,52,Group,7.76,32.53,23.86,0.9719,1
